date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:58	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2010:57:57%20GMT	https://html.fleexstudio.com/advisr/assets/css/preloader.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/preloader.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:27:58	4391/4391	---M-Z	200	added ('OK')	text/css	date:Sat,%2026%20Aug%202023%2006:06:04%20GMT	https://html.fleexstudio.com/advisr/assets/css/mobile-menu.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/mobile-menu.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:27:59	28765/28765	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2009:55:12%20GMT	https://html.fleexstudio.com/advisr/assets/css/aos.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/aos.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:27:59	23079/23079	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20Nov%202023%2008:01:02%20GMT	https://html.fleexstudio.com/advisr/assets/css/header.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/header.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:27:59	10034/10034	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2005:57:56%20GMT	https://html.fleexstudio.com/advisr/assets/css/footer.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/footer.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:27:59	0/0	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Jun%202023%2001:49:32%20GMT	https://html.fleexstudio.com/advisr/assets/css/fonts.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/fonts.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:00	18875/18875	---M-Z	200	added ('OK')	text/css	date:Sat,%2023%20Sep%202023%2005:35:34%20GMT	https://html.fleexstudio.com/advisr/assets/css/blog-page.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/blog-page.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:00	2304/2304	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2009:55:12%20GMT	https://html.fleexstudio.com/advisr/assets/css/modal-video.min.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/modal-video.min.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:00	3874/3874	---M-Z	200	added ('OK')	text/css	date:Sat,%2026%20Aug%202023%2004:48:40%20GMT	https://html.fleexstudio.com/advisr/assets/css/nice-select.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/nice-select.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:01	53173/53173	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Nov%202023%2013:40:30%20GMT	https://html.fleexstudio.com/advisr/assets/css/comon.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/comon.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:01	803/803	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Aug%202023%2003:48:56%20GMT	https://html.fleexstudio.com/advisr/assets/css/animation.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/animation.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:01	22814/22814	---M-Z	200	added ('OK')	text/css	date:Mon,%2021%20Aug%202023%2003:17:20%20GMT	https://html.fleexstudio.com/advisr/assets/css/advisr-unit.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/advisr-unit.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:02	117750/117750	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20Nov%202023%2002:00:24%20GMT	https://html.fleexstudio.com/advisr/assets/css/advisr-core.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/advisr-core.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:02	776/776	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Jul%202023%2002:25:40%20GMT	https://html.fleexstudio.com/advisr/style.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/style.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:02	20836/20836	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2012:32:46%20GMT	https://html.fleexstudio.com/advisr/assets/css/responsive.css	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/css/responsive.css	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:03	89500/89500	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2004:19:30%20GMT	https://html.fleexstudio.com/advisr/assets/js/jquery-3-6-0.min.js	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/js/jquery-3-6-0.min.js	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:03	85038/85038	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:45:32%20GMT	https://html.fleexstudio.com/advisr/index.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:04	7482/7482	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2002:08:44%20GMT	https://html.fleexstudio.com/advisr/assets/img/logo/header2-logo.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/logo/header2-logo.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:04	57770/57770	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:50%20GMT	https://html.fleexstudio.com/advisr/contact.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/contact.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:04	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2010:58:03%20GMT	https://html.fleexstudio.com/advisr/index1.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index1.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:04	7504/7504	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Jul%202023%2004:59:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/logo/header1-logo.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/logo/header1-logo.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:05	76600/76600	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:00%20GMT	https://html.fleexstudio.com/advisr/index4.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index4.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:05	80950/80950	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:45:48%20GMT	https://html.fleexstudio.com/advisr/index2.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index2.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:05	90758/90758	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:45:56%20GMT	https://html.fleexstudio.com/advisr/index3.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index3.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:05	79261/79261	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:06%20GMT	https://html.fleexstudio.com/advisr/index5.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index5.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:06	84497/84497	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:12%20GMT	https://html.fleexstudio.com/advisr/index6.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index6.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:06	91834/91834	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:16%20GMT	https://html.fleexstudio.com/advisr/index7.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index7.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:06	89301/89301	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:22%20GMT	https://html.fleexstudio.com/advisr/index8.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index8.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:07	96534/96534	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:28%20GMT	https://html.fleexstudio.com/advisr/index9.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index9.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:07	98254/98254	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:36%20GMT	https://html.fleexstudio.com/advisr/index10.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/index10.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:07	74628/74628	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:32%20GMT	https://html.fleexstudio.com/advisr/single-index2.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index2.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:07	83871/83871	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:38%20GMT	https://html.fleexstudio.com/advisr/single-index3.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index3.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:08	70598/70598	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:46%20GMT	https://html.fleexstudio.com/advisr/single-index4.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index4.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:08	73246/73246	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:50%20GMT	https://html.fleexstudio.com/advisr/single-index5.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index5.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:08	78489/78489	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:56%20GMT	https://html.fleexstudio.com/advisr/single-index6.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index6.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:08	85849/85849	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:48:00%20GMT	https://html.fleexstudio.com/advisr/single-index7.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index7.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:09	83303/83303	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:48:06%20GMT	https://html.fleexstudio.com/advisr/single-index8.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index8.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:09	90535/90535	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:48:10%20GMT	https://html.fleexstudio.com/advisr/single-index9.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index9.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:09	92132/92132	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:56:22%20GMT	https://html.fleexstudio.com/advisr/single-index10.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/single-index10.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:09	74604/74604	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:25:40%20GMT	https://html.fleexstudio.com/advisr/about.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/about.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:10	59897/59897	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:50%20GMT	https://html.fleexstudio.com/advisr/service.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/service.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:10	60856/60856	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:56%20GMT	https://html.fleexstudio.com/advisr/service2.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/service2.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:10	59708/59708	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:46:44%20GMT	https://html.fleexstudio.com/advisr/service-details.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/service-details.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:11	61941/61941	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:36%20GMT	https://html.fleexstudio.com/advisr/case.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/case.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:11	63842/63842	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:26%20GMT	https://html.fleexstudio.com/advisr/case-details1.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/case-details1.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:11	63687/63687	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:32%20GMT	https://html.fleexstudio.com/advisr/case-details2.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/case-details2.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:11	67936/67936	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:45:22%20GMT	https://html.fleexstudio.com/advisr/faq.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/faq.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:12	52132/52132	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:45:16%20GMT	https://html.fleexstudio.com/advisr/error.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/error.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:12	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2010:58:11%20GMT	https://html.fleexstudio.com/advisr/shaop.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/shaop.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:12	63568/63568	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:20%20GMT	https://html.fleexstudio.com/advisr/shop.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/shop.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:12	73316/73316	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:10%20GMT	https://html.fleexstudio.com/advisr/shop-sidebar-left.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/shop-sidebar-left.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:13	72610/72610	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:14%20GMT	https://html.fleexstudio.com/advisr/shop-sidebar-right.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/shop-sidebar-right.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:13	57154/57154	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:20%20GMT	https://html.fleexstudio.com/advisr/cart.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/cart.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:13	61312/61312	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:44%20GMT	https://html.fleexstudio.com/advisr/checkout.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/checkout.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:13	55715/55715	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:43:16%20GMT	https://html.fleexstudio.com/advisr/account.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/account.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:14	53059/53059	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:43:22%20GMT	https://html.fleexstudio.com/advisr/account2.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/account2.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:14	68035/68035	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:47:04%20GMT	https://html.fleexstudio.com/advisr/shop-details.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/shop-details.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:14	61185/61185	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:08%20GMT	https://html.fleexstudio.com/advisr/blog.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/blog.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:15	57959/57959	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:14%20GMT	https://html.fleexstudio.com/advisr/blog2.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/blog2.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:15	65344/65344	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:43:58%20GMT	https://html.fleexstudio.com/advisr/blog-sidebar-left.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/blog-sidebar-left.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:15	65486/65486	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:44:04%20GMT	https://html.fleexstudio.com/advisr/blog-sidebar-right.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/blog-sidebar-right.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:15	69364/69364	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:43:28%20GMT	https://html.fleexstudio.com/advisr/blog-details-sidebar-left.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/blog-details-sidebar-left.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:16	69467/69467	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:43:32%20GMT	https://html.fleexstudio.com/advisr/blog-details-sidebar-right.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/blog-details-sidebar-right.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:16	61753/61753	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Nov%202023%2013:43:38%20GMT	https://html.fleexstudio.com/advisr/blog-details.html	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/blog-details.html	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:16	1673/1673	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Aug%202023%2009:42:46%20GMT	https://html.fleexstudio.com/advisr/assets/img/icons/footer4-contact1.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/icons/footer4-contact1.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:16	566/566	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Aug%202023%2009:42:52%20GMT	https://html.fleexstudio.com/advisr/assets/img/icons/footer4-contact2.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/icons/footer4-contact2.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:17	867/867	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Aug%202023%2009:43:04%20GMT	https://html.fleexstudio.com/advisr/assets/img/icons/footer4-contact3.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/icons/footer4-contact3.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:17	6682/6682	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2003:43:32%20GMT	https://html.fleexstudio.com/advisr/assets/img/logo/brand2-logo1.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/logo/brand2-logo1.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:17	1431/1431	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2003:43:28%20GMT	https://html.fleexstudio.com/advisr/assets/img/logo/brand2-logo2.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/logo/brand2-logo2.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:18	3707/3707	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2003:43:38%20GMT	https://html.fleexstudio.com/advisr/assets/img/logo/brand2-logo3.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/logo/brand2-logo3.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:18	2748/2748	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2003:43:42%20GMT	https://html.fleexstudio.com/advisr/assets/img/logo/brand2-logo4.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/logo/brand2-logo4.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:19	19609/19609	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:59:28%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/header2-img1.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/header2-img1.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:19	28037/28037	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Aug%202023%2005:04:18%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/header2-img2.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/header2-img2.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:20	3413/3413	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2004:17:14%20GMT	https://html.fleexstudio.com/advisr/assets/img/shapes/home2-main-shape.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/shapes/home2-main-shape.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:20	68515/68515	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2014:00:24%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/header2-img3.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/header2-img3.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:20	7977/7977	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2015%20Jul%202023%2004:58:02%20GMT	https://html.fleexstudio.com/advisr/assets/img/icons/service2-icon1.svg	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/icons/service2-icon1.svg	(from https://html.fleexstudio.com/advisr/single-index1.html)
16:28:21	132881/132881	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2013:52:54%20GMT	https://html.fleexstudio.com/advisr/assets/img/image/about2-image.png	C:/My%20Web%20Sites/Advisr/html.fleexstudio.com/advisr/assets/img/image/about2-image.png	(from https://html.fleexstudio.com/advisr/single-index1.html)
